,attack_category
31899,dos
31900,dos
31901,dos
31902,normal
31903,dos
31904,normal
31905,normal
31906,normal
31907,probe
31908,r2l
31909,normal
31910,normal
31911,normal
31912,normal
31913,dos
31914,normal
31915,normal
31916,normal
31917,normal
31918,dos
31919,normal
31920,dos
31921,normal
31922,dos
31923,dos
31924,dos
31925,normal
31926,normal
31927,probe
31928,normal
31929,normal
31930,dos
31931,dos
31932,probe
31933,dos
31934,normal
31935,normal
31936,dos
31937,normal
31938,dos
31939,dos
31940,normal
31941,probe
31942,normal
31943,dos
31944,normal
31945,dos
31946,normal
31947,normal
31948,normal
31949,normal
31950,dos
31951,dos
31952,dos
31953,normal
31954,normal
31955,dos
31956,normal
31957,dos
31958,normal
31959,dos
31960,normal
31961,normal
31962,normal
31963,dos
31964,dos
31965,dos
31966,normal
31967,normal
31968,dos
31969,dos
31970,dos
31971,normal
31972,normal
31973,normal
31974,normal
31975,dos
31976,probe
31977,normal
31978,normal
31979,normal
31980,probe
31981,dos
31982,normal
31983,dos
31984,normal
31985,dos
31986,normal
31987,normal
31988,dos
31989,probe
31990,dos
31991,dos
31992,normal
31993,normal
31994,normal
31995,normal
31996,normal
31997,normal
31998,normal
31999,dos
32000,dos
32001,normal
32002,dos
32003,normal
32004,dos
32005,normal
32006,dos
32007,normal
32008,dos
32009,normal
32010,normal
32011,normal
32012,normal
32013,dos
32014,probe
32015,normal
32016,normal
32017,dos
32018,dos
32019,normal
32020,dos
32021,dos
32022,dos
32023,normal
32024,probe
32025,normal
32026,dos
32027,normal
32028,normal
32029,normal
32030,probe
32031,normal
32032,probe
32033,dos
32034,dos
32035,normal
32036,dos
32037,normal
32038,dos
32039,normal
32040,dos
32041,normal
32042,probe
32043,normal
32044,dos
32045,normal
32046,dos
32047,dos
32048,normal
32049,probe
32050,probe
32051,dos
32052,dos
32053,dos
32054,normal
32055,dos
32056,normal
32057,normal
32058,normal
32059,normal
32060,probe
32061,probe
32062,normal
32063,normal
32064,probe
32065,dos
32066,dos
32067,normal
32068,normal
32069,normal
32070,normal
32071,normal
32072,normal
32073,dos
32074,normal
32075,normal
32076,probe
32077,normal
32078,probe
32079,normal
32080,normal
32081,dos
32082,probe
32083,dos
32084,dos
32085,dos
32086,dos
32087,dos
32088,dos
32089,dos
32090,r2l
32091,normal
32092,dos
32093,dos
32094,dos
32095,dos
32096,normal
32097,dos
32098,normal
32099,dos
32100,normal
32101,dos
32102,normal
32103,dos
32104,normal
32105,normal
32106,normal
32107,normal
32108,normal
32109,normal
32110,dos
32111,normal
32112,normal
32113,normal
32114,dos
32115,normal
32116,normal
32117,normal
32118,dos
32119,dos
32120,dos
32121,dos
32122,dos
32123,r2l
32124,normal
32125,dos
32126,dos
32127,dos
32128,normal
32129,normal
32130,dos
32131,normal
32132,dos
32133,dos
32134,normal
32135,normal
32136,dos
32137,probe
32138,normal
32139,dos
32140,dos
32141,normal
32142,normal
32143,normal
32144,normal
32145,normal
32146,dos
32147,normal
32148,normal
32149,probe
32150,normal
32151,dos
32152,normal
32153,normal
32154,dos
32155,normal
32156,normal
32157,dos
32158,probe
32159,dos
32160,dos
32161,normal
32162,normal
32163,dos
32164,probe
32165,normal
32166,normal
32167,probe
32168,normal
32169,normal
32170,dos
32171,probe
32172,normal
32173,dos
32174,dos
32175,normal
32176,normal
32177,normal
32178,dos
32179,normal
32180,dos
32181,normal
32182,dos
32183,normal
32184,normal
32185,normal
32186,normal
32187,dos
32188,normal
32189,normal
32190,normal
32191,dos
32192,probe
32193,dos
32194,normal
32195,normal
32196,normal
32197,normal
32198,dos
32199,normal
32200,dos
32201,dos
32202,dos
32203,normal
32204,normal
32205,probe
32206,dos
32207,normal
32208,normal
32209,dos
32210,normal
32211,normal
32212,dos
32213,r2l
32214,normal
32215,probe
32216,probe
32217,normal
32218,dos
32219,dos
32220,normal
32221,dos
32222,probe
32223,dos
32224,normal
32225,dos
32226,normal
32227,dos
32228,normal
32229,normal
32230,probe
32231,dos
32232,normal
32233,normal
32234,dos
32235,dos
32236,normal
32237,dos
32238,dos
32239,normal
32240,probe
32241,normal
32242,dos
32243,normal
32244,normal
32245,normal
32246,normal
32247,dos
32248,normal
32249,normal
32250,normal
32251,normal
32252,dos
32253,normal
32254,dos
32255,normal
32256,normal
32257,normal
32258,probe
32259,normal
32260,normal
32261,normal
32262,normal
32263,dos
32264,dos
32265,probe
32266,normal
32267,normal
32268,dos
32269,normal
32270,normal
32271,normal
32272,normal
32273,dos
32274,dos
32275,normal
32276,dos
32277,dos
32278,dos
32279,normal
32280,normal
32281,probe
32282,normal
32283,normal
32284,dos
32285,probe
32286,normal
32287,probe
32288,normal
32289,normal
32290,dos
32291,normal
32292,normal
32293,dos
32294,dos
32295,dos
32296,normal
32297,normal
32298,dos
32299,dos
32300,normal
32301,dos
32302,dos
32303,normal
32304,dos
32305,normal
32306,normal
32307,normal
32308,normal
32309,dos
32310,dos
32311,probe
32312,normal
32313,dos
32314,dos
32315,normal
32316,normal
32317,normal
32318,probe
32319,normal
32320,normal
32321,normal
32322,normal
32323,normal
32324,normal
32325,normal
32326,dos
32327,normal
32328,dos
32329,normal
32330,dos
32331,normal
32332,dos
32333,dos
32334,normal
32335,dos
32336,dos
32337,dos
32338,normal
32339,normal
32340,normal
32341,dos
32342,probe
32343,dos
32344,normal
32345,normal
32346,normal
32347,normal
32348,dos
32349,normal
32350,dos
32351,normal
32352,normal
32353,dos
32354,dos
32355,dos
32356,normal
32357,normal
32358,normal
32359,normal
32360,normal
32361,dos
32362,normal
32363,normal
32364,dos
32365,normal
32366,normal
32367,normal
32368,normal
32369,normal
32370,dos
32371,probe
32372,normal
32373,normal
32374,dos
32375,normal
32376,normal
32377,normal
32378,probe
32379,dos
32380,normal
32381,probe
32382,normal
32383,normal
32384,dos
32385,dos
32386,probe
32387,dos
32388,normal
32389,normal
32390,dos
32391,dos
32392,normal
32393,dos
32394,normal
32395,normal
32396,normal
32397,dos
32398,dos
32399,normal
32400,normal
32401,probe
32402,normal
32403,dos
32404,normal
32405,normal
32406,dos
32407,probe
32408,normal
32409,probe
32410,normal
32411,normal
32412,probe
32413,normal
32414,dos
32415,dos
32416,normal
32417,dos
32418,probe
32419,normal
32420,probe
32421,normal
32422,normal
32423,normal
32424,probe
32425,dos
32426,normal
32427,dos
32428,normal
32429,dos
32430,r2l
32431,normal
32432,dos
32433,dos
32434,normal
32435,dos
32436,dos
32437,dos
32438,normal
32439,probe
32440,dos
32441,dos
32442,probe
32443,dos
32444,dos
32445,dos
32446,dos
32447,normal
32448,probe
32449,dos
32450,dos
32451,normal
32452,normal
32453,normal
32454,dos
32455,normal
32456,dos
32457,normal
32458,normal
32459,dos
32460,normal
32461,normal
32462,normal
32463,normal
32464,normal
32465,dos
32466,dos
32467,normal
32468,dos
32469,normal
32470,dos
32471,probe
32472,dos
32473,probe
32474,probe
32475,normal
32476,dos
32477,normal
32478,normal
32479,normal
32480,dos
32481,probe
32482,normal
32483,probe
32484,dos
32485,dos
32486,probe
32487,dos
32488,normal
32489,normal
32490,normal
32491,normal
32492,dos
32493,normal
32494,normal
32495,normal
32496,dos
32497,normal
32498,dos
32499,dos
32500,normal
32501,normal
32502,normal
32503,dos
32504,dos
32505,probe
32506,normal
32507,dos
32508,normal
32509,normal
32510,normal
32511,dos
32512,normal
32513,dos
32514,dos
32515,normal
32516,normal
32517,dos
32518,normal
32519,dos
32520,dos
32521,normal
32522,dos
32523,normal
32524,normal
32525,dos
32526,normal
32527,dos
32528,dos
32529,normal
32530,normal
32531,normal
32532,normal
32533,probe
32534,dos
32535,normal
32536,normal
32537,normal
32538,dos
32539,dos
32540,normal
32541,normal
32542,normal
32543,dos
32544,dos
32545,dos
32546,normal
32547,normal
32548,normal
32549,normal
32550,dos
32551,normal
32552,probe
32553,normal
32554,probe
32555,dos
32556,dos
32557,dos
32558,normal
32559,normal
32560,normal
32561,normal
32562,normal
32563,normal
32564,normal
32565,normal
32566,normal
32567,normal
32568,normal
32569,normal
32570,dos
32571,normal
32572,normal
32573,normal
32574,normal
32575,dos
32576,dos
32577,dos
32578,probe
32579,normal
32580,dos
32581,dos
32582,normal
32583,normal
32584,dos
32585,dos
32586,dos
32587,normal
32588,normal
32589,dos
32590,dos
32591,normal
32592,normal
32593,normal
32594,normal
32595,normal
32596,dos
32597,normal
32598,normal
32599,dos
32600,normal
32601,dos
32602,normal
32603,normal
32604,dos
32605,dos
32606,dos
32607,normal
32608,normal
32609,probe
32610,normal
32611,normal
32612,normal
32613,normal
32614,probe
32615,normal
32616,normal
32617,normal
32618,normal
32619,normal
32620,probe
32621,dos
32622,normal
32623,normal
32624,normal
32625,normal
32626,probe
32627,probe
32628,normal
32629,dos
32630,normal
32631,dos
32632,probe
32633,normal
32634,normal
32635,dos
32636,normal
32637,dos
32638,dos
32639,normal
32640,dos
32641,dos
32642,normal
32643,normal
32644,dos
32645,normal
32646,dos
32647,normal
32648,normal
32649,normal
32650,probe
32651,normal
32652,dos
32653,dos
32654,normal
32655,normal
32656,normal
32657,dos
32658,normal
32659,normal
32660,normal
32661,probe
32662,normal
32663,normal
32664,dos
32665,probe
32666,normal
32667,normal
32668,dos
32669,dos
32670,normal
32671,normal
32672,normal
32673,dos
32674,normal
32675,dos
32676,probe
32677,normal
32678,dos
32679,dos
32680,normal
32681,normal
32682,probe
32683,normal
32684,dos
32685,normal
32686,probe
32687,normal
32688,normal
32689,dos
32690,probe
32691,dos
32692,normal
32693,normal
32694,dos
32695,dos
32696,dos
32697,normal
32698,dos
32699,normal
32700,dos
32701,dos
32702,normal
32703,normal
32704,normal
32705,dos
32706,normal
32707,normal
32708,normal
32709,probe
32710,probe
32711,normal
32712,normal
32713,dos
32714,normal
32715,probe
32716,dos
32717,probe
32718,normal
32719,normal
32720,normal
32721,normal
32722,dos
32723,normal
32724,probe
32725,dos
32726,probe
32727,normal
32728,probe
32729,normal
32730,normal
32731,dos
32732,normal
32733,dos
32734,normal
32735,dos
32736,dos
32737,probe
32738,normal
32739,normal
32740,normal
32741,normal
32742,dos
32743,dos
32744,dos
32745,normal
32746,normal
32747,normal
32748,probe
32749,normal
32750,normal
32751,dos
32752,probe
32753,normal
32754,dos
32755,normal
32756,normal
32757,normal
32758,dos
32759,normal
32760,normal
32761,normal
32762,normal
32763,probe
32764,normal
32765,normal
32766,dos
32767,normal
32768,dos
32769,normal
32770,dos
32771,normal
32772,normal
32773,normal
32774,dos
32775,normal
32776,normal
32777,dos
32778,normal
32779,dos
32780,normal
32781,normal
32782,normal
32783,probe
32784,normal
32785,probe
32786,dos
32787,normal
32788,dos
32789,probe
32790,dos
32791,normal
32792,dos
32793,dos
32794,normal
32795,dos
32796,normal
32797,dos
32798,normal
32799,dos
32800,normal
32801,normal
32802,normal
32803,dos
32804,normal
32805,dos
32806,normal
32807,probe
32808,normal
32809,dos
32810,normal
32811,normal
32812,normal
32813,dos
32814,dos
32815,dos
32816,dos
32817,probe
32818,normal
32819,normal
32820,normal
32821,normal
32822,dos
32823,normal
32824,dos
32825,dos
32826,normal
32827,dos
32828,normal
32829,normal
32830,dos
32831,normal
32832,dos
32833,probe
32834,normal
32835,normal
32836,normal
32837,dos
32838,normal
32839,normal
32840,normal
32841,normal
32842,dos
32843,normal
32844,normal
32845,probe
32846,normal
32847,normal
32848,probe
32849,normal
32850,normal
32851,normal
32852,normal
32853,normal
32854,dos
32855,probe
32856,dos
32857,dos
32858,normal
32859,normal
32860,normal
32861,normal
32862,dos
32863,normal
32864,dos
32865,dos
32866,dos
32867,dos
32868,dos
32869,normal
32870,dos
32871,probe
32872,dos
32873,dos
32874,normal
32875,normal
32876,normal
32877,dos
32878,dos
32879,normal
32880,normal
32881,normal
32882,dos
32883,normal
32884,dos
32885,dos
32886,dos
32887,probe
32888,probe
32889,dos
32890,normal
32891,normal
32892,normal
32893,normal
32894,dos
32895,normal
32896,dos
32897,normal
32898,normal
32899,normal
32900,normal
32901,normal
32902,normal
32903,dos
32904,normal
32905,normal
32906,dos
32907,normal
32908,dos
32909,normal
32910,normal
32911,normal
32912,normal
32913,normal
32914,probe
32915,dos
32916,normal
32917,normal
32918,normal
32919,dos
32920,normal
32921,dos
32922,normal
32923,normal
32924,normal
32925,normal
32926,normal
32927,normal
32928,normal
32929,dos
32930,dos
32931,probe
32932,normal
32933,probe
32934,dos
32935,normal
32936,dos
32937,normal
32938,normal
32939,dos
32940,normal
32941,normal
32942,dos
32943,dos
32944,normal
32945,normal
32946,dos
32947,dos
32948,normal
32949,dos
32950,normal
32951,normal
32952,normal
32953,normal
32954,normal
32955,normal
32956,dos
32957,normal
32958,dos
32959,probe
32960,probe
32961,dos
32962,normal
32963,normal
32964,probe
32965,normal
32966,dos
32967,dos
32968,normal
32969,normal
32970,dos
32971,dos
32972,dos
32973,normal
32974,normal
32975,dos
32976,normal
32977,normal
32978,normal
32979,normal
32980,normal
32981,dos
32982,probe
32983,probe
32984,normal
32985,dos
32986,normal
32987,probe
32988,normal
32989,normal
32990,normal
32991,dos
32992,dos
32993,normal
32994,dos
32995,normal
32996,normal
32997,dos
32998,normal
32999,normal
33000,normal
33001,dos
33002,dos
33003,dos
33004,dos
33005,normal
33006,normal
33007,probe
33008,dos
33009,normal
33010,normal
33011,normal
33012,normal
33013,normal
33014,normal
33015,dos
33016,dos
33017,normal
33018,dos
33019,normal
33020,normal
33021,normal
33022,normal
33023,dos
33024,normal
33025,normal
33026,normal
33027,dos
33028,dos
33029,dos
33030,normal
33031,normal
33032,dos
33033,normal
33034,normal
33035,probe
33036,normal
33037,dos
33038,normal
33039,normal
33040,dos
33041,normal
33042,normal
33043,dos
33044,dos
33045,normal
33046,dos
33047,dos
33048,probe
33049,probe
33050,normal
33051,dos
33052,normal
33053,normal
33054,normal
33055,probe
33056,normal
33057,normal
33058,dos
33059,normal
33060,dos
33061,dos
33062,dos
33063,normal
33064,normal
33065,normal
33066,probe
33067,dos
33068,dos
33069,normal
33070,normal
33071,dos
33072,normal
33073,dos
33074,dos
33075,normal
33076,dos
33077,normal
33078,dos
33079,dos
33080,dos
33081,dos
33082,normal
33083,probe
33084,normal
33085,normal
33086,normal
33087,probe
33088,dos
33089,normal
33090,probe
33091,probe
33092,dos
33093,normal
33094,normal
33095,dos
33096,normal
33097,dos
33098,dos
33099,dos
33100,dos
33101,dos
33102,dos
33103,normal
33104,normal
33105,normal
33106,normal
33107,normal
33108,normal
33109,normal
33110,normal
33111,normal
33112,dos
33113,dos
33114,normal
33115,probe
33116,dos
33117,normal
33118,normal
33119,normal
33120,normal
33121,probe
33122,probe
33123,dos
33124,dos
33125,dos
33126,dos
33127,dos
33128,dos
33129,normal
33130,normal
33131,normal
33132,dos
33133,probe
33134,dos
33135,normal
33136,dos
33137,dos
33138,dos
33139,normal
33140,dos
33141,normal
33142,normal
33143,normal
33144,dos
33145,dos
33146,normal
33147,normal
33148,dos
33149,normal
33150,normal
33151,dos
33152,dos
33153,dos
33154,dos
33155,normal
33156,dos
33157,normal
33158,dos
33159,dos
33160,probe
33161,dos
33162,normal
33163,probe
33164,normal
33165,normal
33166,normal
33167,normal
33168,normal
33169,normal
33170,dos
33171,dos
33172,normal
33173,normal
33174,normal
33175,r2l
33176,dos
33177,normal
33178,dos
33179,normal
33180,dos
33181,dos
33182,normal
33183,r2l
33184,normal
33185,normal
33186,normal
33187,normal
33188,normal
33189,normal
33190,dos
33191,dos
33192,normal
33193,dos
33194,normal
33195,normal
33196,normal
33197,dos
33198,normal
33199,probe
33200,normal
33201,dos
33202,dos
33203,dos
33204,normal
33205,dos
33206,dos
33207,normal
33208,probe
33209,dos
33210,normal
33211,normal
33212,normal
33213,probe
33214,probe
33215,dos
33216,probe
33217,normal
33218,normal
33219,dos
33220,normal
33221,normal
33222,dos
33223,probe
33224,dos
33225,normal
33226,normal
33227,dos
33228,normal
33229,dos
33230,normal
33231,normal
33232,dos
33233,normal
33234,dos
33235,dos
33236,normal
33237,dos
33238,normal
33239,dos
33240,dos
33241,normal
33242,normal
33243,dos
33244,normal
33245,dos
33246,probe
33247,normal
33248,dos
33249,normal
33250,normal
33251,normal
33252,normal
33253,normal
33254,probe
33255,normal
33256,normal
33257,normal
33258,normal
33259,normal
33260,probe
33261,normal
33262,normal
33263,normal
33264,dos
33265,dos
33266,dos
33267,dos
33268,normal
33269,normal
33270,normal
33271,normal
33272,dos
33273,normal
33274,normal
33275,normal
33276,normal
33277,normal
33278,normal
33279,normal
33280,normal
33281,dos
33282,dos
33283,normal
33284,dos
33285,normal
33286,normal
33287,dos
33288,normal
33289,normal
33290,normal
33291,dos
33292,normal
33293,normal
33294,normal
33295,normal
33296,normal
33297,dos
33298,dos
33299,normal
33300,dos
33301,dos
33302,normal
33303,normal
33304,dos
33305,dos
33306,normal
33307,dos
33308,dos
33309,dos
33310,normal
33311,probe
33312,dos
33313,normal
33314,normal
33315,normal
33316,dos
33317,dos
33318,normal
33319,normal
33320,normal
33321,dos
33322,probe
33323,normal
33324,normal
33325,dos
33326,normal
33327,normal
33328,probe
33329,normal
33330,normal
33331,normal
33332,probe
33333,dos
33334,normal
33335,normal
33336,normal
33337,normal
33338,dos
33339,normal
33340,dos
33341,dos
33342,normal
33343,dos
33344,normal
33345,dos
33346,normal
33347,normal
33348,normal
33349,dos
33350,normal
33351,normal
33352,normal
33353,normal
33354,dos
33355,normal
33356,dos
33357,normal
33358,dos
33359,normal
33360,normal
33361,normal
33362,dos
33363,normal
33364,normal
33365,normal
33366,dos
33367,dos
33368,dos
33369,normal
33370,normal
33371,normal
33372,normal
33373,dos
33374,probe
33375,normal
33376,normal
33377,dos
33378,normal
33379,normal
33380,normal
33381,dos
33382,dos
33383,dos
33384,normal
33385,normal
33386,dos
33387,normal
